Bacterial_Strain,Accession,TaxID,Species,Genus,Family,Order,Class,Phylum
Chlamydia_felis_FeC56_strainFeC56,NC_007899.1,264202,Chlamydia_felis,Chlamydia,Chlamydiaceae,Chlamydiales,Chlamydiia,Chlamydiae
Magnetospirillum_magneticum_AMB1_strainAMB1,NC_007626.1,342108,Magnetospirillum_magneticum,Magnetospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria
Lactobacillus_reuteri_JCM_1112_strainJCM_1112,NC_010609.1,557433,Lactobacillus_reuteri,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes
Xanthomonas_oryzae_pv_oryzae_MAFF_311018_strainMAFF_311018,NC_007705.1,342109,Xanthomonas_oryzae,Xanthomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria
Desulfitobacterium_hafniense_Y51_strainY51,NC_007907.1,138119,Desulfitobacterium_hafniense,Desulfitobacterium,Peptococcaceae,Clostridiales,Clostridia,Firmicutes
Synechococcus_elongatus_PCC_6301_strainPCC_6301,NC_006576.1,269084,Synechococcus_elongatus,Unclassified_Cyanobacteria,Unclassified_Cyanobacteria,Unclassified_Cyanobacteria,Unclassified_Cyanobacteria,Cyanobacteria
Sodalis_glossinidius_str_'morsitans'_strainmorsitans,NC_007712.1,343509,Sodalis_glossinidius,Sodalis,Pectobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Rhodococcus_erythropolis_PR4_strainPR4_(_NBRC_100887),NC_012490.1,234621,Rhodococcus_erythropolis,Rhodococcus,Nocardiaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Staphylococcus_saprophyticus_subsp_saprophyticus_ATCC_15305_strainATCC_15305,NC_007350.1,342451,Staphylococcus_saprophyticus,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes
Lactobacillus_fermentum_IFO_3956_strainIFO_3956,NC_010610.1,334390,Lactobacillus_fermentum,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes
Brevibacillus_brevis_NBRC_100599_strainNBRC_100599_(_47),NC_012491.1,358681,Brevibacillus_brevis,Brevibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes
Finegoldia_magna_ATCC_29328_strainATCC_29328,NC_010376.1,334413,Finegoldia_magna,Finegoldia,Peptoniphilaceae,Tissierellales,Tissierellia,Firmicutes
Orientia_tsutsugamushi_str_Ikeda_strainIkeda,NC_010793.1,334380,Orientia_tsutsugamushi,Orientia,Rickettsiaceae,Rickettsiales,Alphaproteobacteria,Proteobacteria
Corynebacterium_glutamicum_R_strainR,NC_009342.1,340322,Corynebacterium_glutamicum,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Escherichia_coli_str_K12_substr_W3110_strainK12_substr_W3110,NC_007779.1,316407,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Clostridium_kluyveri_NBRC_12016_strainNBRC_12016,NC_011837.1,583346,Clostridium_kluyveri,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes
Kocuria_rhizophila_DC2201_strainDC2201_(_NBRC_103217),NC_010617.1,378753,Kocuria_rhizophila,Kocuria,Micrococcaceae,Micrococcales,Actinobacteria,Actinobacteria
Gemmatimonas_aurantiaca_T27_strainT27,NC_012489.1,379066,Gemmatimonas_aurantiaca,Gemmatimonas,Gemmatimonadaceae,Gemmatimonadales,Gemmatimonadetes,Gemmatimonadetes
Nitratiruptor_sp_SB1552_strainSB1552,NC_009662.1,387092,Nitratiruptor_sp_SB155-2,Unclassified_Epsilonproteobacteria,Unclassified_Epsilonproteobacteria,Unclassified_Epsilonproteobacteria,Epsilonproteobacteria,Proteobacteria
Sulfurovum_sp_NBC371_strainNBC371,NC_009663.1,387093,Sulfurovum_sp_NBC37-1,Unclassified_Epsilonproteobacteria,Unclassified_Epsilonproteobacteria,Unclassified_Epsilonproteobacteria,Epsilonproteobacteria,Proteobacteria
Candidatus_Carsonella_ruddii_PV_strainPV,NC_008512.1,387662,Candidatus_Carsonella_ruddii,Candidatus_Carsonella,Halomonadaceae,Oceanospirillales,Gammaproteobacteria,Proteobacteria
Escherichia_coli_SE11_strainSE11,NC_011415.1,409438,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Candidatus_Vesicomyosocius_okutanii_HA_strainHA,NC_009465.1,412965,Calyptogena_okutanii_thioautotrophic_gill_symbiont,Unclassified_Gammaproteobacteria,Unclassified_Gammaproteobacteria,Unclassified_Gammaproteobacteria,Gammaproteobacteria,Proteobacteria
Bifidobacterium_adolescentis_ATCC_15703_strainATCC_15703,NC_008618.1,367928,Bifidobacterium_adolescentis,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria
Staphylococcus_aureus_subsp_aureus_Mu3_strainMu3,NC_009782.1,418127,Staphylococcus_aureus,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes
Staphylococcus_aureus_subsp_aureus_str_Newman_strainNewman,NC_009641.1,426430,Staphylococcus_aureus,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes
Escherichia_coli_SE15_strainSE15,NC_013654.1,431946,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Porphyromonas_gingivalis_ATCC_33277_strainATCC_33277,NC_010729.1,431947,Porphyromonas_gingivalis,Porphyromonas,Porphyromonadaceae,Bacteroidales,Bacteroidia,Bacteroidetes
Azorhizobium_caulinodans_ORS_571_strainORS_571,NC_009937.1,438753,Azorhizobium_caulinodans,Azorhizobium,Xanthobacteraceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Burkholderia_multivorans_ATCC_17616_strainATCC_17616,NC_010804.1,395019,Burkholderia_multivorans,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria
Macrococcus_caseolyticus_JCSC5402_strainJCSC5402,NC_011999.1,458233,Macrococcus_caseolyticus,Macrococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes
Streptomyces_griseus_subsp_griseus_NBRC_13350_strainNBRC_13350,NC_010572.1,455632,Streptomyces_griseus,Streptomyces,Streptomycetaceae,Streptomycetales,Actinobacteria,Actinobacteria
Microcystis_aeruginosa_NIES843_strainNIES843,NC_010296.1,449447,Microcystis_aeruginosa,Unclassified_Cyanobacteria,Unclassified_Cyanobacteria,Unclassified_Cyanobacteria,Unclassified_Cyanobacteria,Cyanobacteria
Candidatus_Azobacteroides_pseudotrichonymphae_genomovar_CFP2,NC_011565.1,511995,Candidatus_Azobacteroides_pseudotrichonymphae,Unclassified_Bacteroidales,Unclassified_Bacteroidales,Bacteroidales,Bacteroidia,Bacteroidetes
Desulfovibrio_magneticus_RS1_strainRS1,NC_012796.1,573370,Desulfovibrio_magneticus,Desulfovibrio,Desulfovibrionaceae,Desulfovibrionales,Deltaproteobacteria,Proteobacteria
Mycobacterium_tuberculosis_variant_bovis_BCG_str_Tokyo_172_strainTokyo_172,NC_012207.1,561275,Mycobacterium_tuberculosis,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Streptococcus_dysgalactiae_subsp_equisimilis_GGS_124_strainGGS_124,NC_012891.1,486410,Streptococcus_dysgalactiae,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes
Azospirillum_sp_B510_strainB510,NC_013854.1,137722,Azospirillum_lipoferum,Azospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria
Escherichia_coli_O103:H2_str_12009_strain12009,NC_013353.1,585395,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Escherichia_coli_O111:H_str_11128_strain11128,NC_013364.1,585396,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Hydrogenobacter_thermophilus_TK6_strainTK6,NC_013799.1,608538,Hydrogenobacter_thermophilus,Hydrogenobacter,Aquificaceae,Aquificales,Aquificae,Aquificae
Rhodococcus_opacus_B4_strainB4,NC_012522.1,632772,Rhodococcus_opacus,Rhodococcus,Nocardiaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Acetobacter_pasteurianus_IFO_328301_strainIFO_3283_substr_IFO_328301,NC_013209.1,634452,Acetobacter_pasteurianus,Acetobacter,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria
Acetobacter_pasteurianus_IFO_328303_strainIFO_3283_substr_IFO_328303,NC_017100.1,634453,Acetobacter_pasteurianus,Acetobacter,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria
Acetobacter_pasteurianus_IFO_328307_strainIFO_3283_substr_IFO_328307,NC_017121.1,634454,Acetobacter_pasteurianus,Acetobacter,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria
Acetobacter_pasteurianus_IFO_328322_strainIFO_3283_substr_IFO_328322,NC_017125.1,634455,Acetobacter_pasteurianus,Acetobacter,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria
Acetobacter_pasteurianus_IFO_328326_strainIFO_3283_substr_IFO_328326,NC_017146.1,634456,Acetobacter_pasteurianus,Acetobacter,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria
Acetobacter_pasteurianus_IFO_328332_strainIFO_3283_substr_IFO_328332,NC_017111.1,634457,Acetobacter_pasteurianus,Acetobacter,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria
Acetobacter_pasteurianus_IFO_32830142C_strainIFO_3283_substr_IFO_32830142C,NC_017150.1,634458,Acetobacter_pasteurianus,Acetobacter,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria
Acetobacter_pasteurianus_IFO_328312_strainIFO_3283_substr_IFO_328312,NC_017108.1,634459,Acetobacter_pasteurianus,Acetobacter,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria
Deferribacter_desulfuricans_SSM1_strainSSM1,NC_013939.1,639282,Deferribacter_desulfuricans,Deferribacter,Deferribacteraceae,Deferribacterales,Deferribacteres,Deferribacteres
Rothia_mucilaginosa_DY18_strainDY18,NC_013715.1,680646,Rothia_mucilaginosa,Rothia,Micrococcaceae,Micrococcales,Actinobacteria,Actinobacteria
Bacteroides_thetaiotaomicron_VPI5482_strainVPI5482,NC_004663.1,226186,Bacteroides_thetaiotaomicron,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes
Bacillus_halodurans_C125_strainC125,NC_002570.2,272558,Bacillus_halodurans,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes
Chlamydia_pneumoniae_J138_strainJ138,NC_002491.1,138677,Chlamydia_pneumoniae,Chlamydia,Chlamydiaceae,Chlamydiales,Chlamydiia,Chlamydiae
Mycoplasma_penetrans_HF2_strainHF2,NC_004432.1,272633,Mycoplasma_penetrans,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes
Oceanobacillus_iheyensis_HTE831_strainHTE831,NC_004193.1,221109,Oceanobacillus_iheyensis,Oceanobacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes
Staphylococcus_aureus_subsp_aureus_MW2_strainMW2,NC_003923.1,196620,Staphylococcus_aureus,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes
Streptococcus_pyogenes_SSI1_strainSSI1,NC_004606.1,193567,Streptococcus_pyogenes,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes
Corynebacterium_efficiens_YS314_strainYS314,NC_004369.1,196164,Corynebacterium_efficiens,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Corynebacterium_glutamicum_ATCC_13032_strainATCC_13032,NC_003450.3,196627,Corynebacterium_glutamicum,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria
Thermosynechococcus_elongatus_BP1,NC_004113.1,197221,Thermosynechococcus_elongatus,Unclassified_Cyanobacteria,Unclassified_Cyanobacteria,Unclassified_Cyanobacteria,Unclassified_Cyanobacteria,Cyanobacteria
Bradyrhizobium_diazoefficiens_USDA_110_strainUSDA_110,NC_004463.1,224911,Bradyrhizobium_diazoefficiens,Bradyrhizobium,Bradyrhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria
Gloeobacter_violaceus_PCC_7421_strainPCC_7421,NC_005125.1,251221,Gloeobacter_violaceus,Gloeobacter,Gloeobacteraceae,Gloeobacterales,Gloeobacteria,Cyanobacteria
Francisella_tularensis_subsp_holarctica_OSU18_strainOSU18,NC_017463.1,393011,Francisella_tularensis,Francisella,Francisellaceae,Thiotrichales,Gammaproteobacteria,Proteobacteria
Mycoplasma_mycoides_subsp_mycoides_SC_str_PG1_strainPG1,NC_005364.2,272632,Mycoplasma_mycoides,Mycoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes
Prochlorococcus_marinus_subsp_pastoris_str_CCMP1986_strainMED4,NC_005072.1,59919,Prochlorococcus_marinus,Unclassified_Cyanobacteria,Unclassified_Cyanobacteria,Unclassified_Cyanobacteria,Unclassified_Cyanobacteria,Cyanobacteria
Prochlorococcus_marinus_str_MIT_9313_strainMIT9313,NC_005071.1,74547,Prochlorococcus_marinus,Unclassified_Cyanobacteria,Unclassified_Cyanobacteria,Unclassified_Cyanobacteria,Unclassified_Cyanobacteria,Cyanobacteria
Staphylococcus_aureus_subsp_aureus_MRSA252_strainMRSA252,NC_002952.2,282458,Staphylococcus_aureus,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes
Staphylococcus_aureus_subsp_aureus_MSSA476_strainMSSA476,NC_002953.3,282459,Staphylococcus_aureus,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes
Burkholderia_pseudomallei_K96243_strainK96243,NC_006350.1,272560,Burkholderia_pseudomallei,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria
Candidatus_Protochlamydia_amoebophila_UWE25_strainUWE25,NC_005861.1,264201,Candidatus_Protochlamydia_amoebophila,Candidatus_Protochlamydia,Parachlamydiaceae,Parachlamydiales,Chlamydiia,Chlamydiae
Pectobacterium_atrosepticum_SCRI1043_strainSCRI1043,NC_004547.2,218491,Pectobacterium_atrosepticum,Pectobacterium,Pectobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Bacillus_cereus_E33L_strainE33L,NC_006274.1,288681,Bacillus_cereus,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes
Bacillus_licheniformis_DSM_13__ATCC_14580_strainATCC_14580;_DSM_13,NC_006270.3,279010,Bacillus_licheniformis,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes
Streptococcus_pyogenes_MGAS10394_strainMGAS10394,NC_006086.1,286636,Streptococcus_pyogenes,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes
Burkholderia_mallei_ATCC_23344_strainATCC_23344,NC_006348.1,243160,Burkholderia_mallei,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria
Helicobacter_pylori_51_strain51,NC_017382.1,290847,Helicobacter_pylori,Helicobacter,Helicobacteraceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria
Candidatus_Blochmannia_pennsylvanicus_str_BPEN_strainBPEN,NC_007292.1,291272,Candidatus_Blochmannia_pennsylvanicus,Candidatus_Blochmannia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Streptococcus_pyogenes_MGAS5005_strainMGAS5005,NC_007297.2,293653,Streptococcus_pyogenes,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes
Histophilus_somni_129PT_strain129PT,NC_008309.1,205914,Histophilus_somni,Histophilus,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria
Aliivibrio_fischeri_ES114_strainES114,NC_006840.2,312309,Aliivibrio_fischeri,Aliivibrio,Vibrionaceae,Vibrionales,Gammaproteobacteria,Proteobacteria
Streptococcus_thermophilus_LMG_18311_strainLMG_18311,NC_006448.1,264199,Streptococcus_thermophilus,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes
Streptococcus_thermophilus_CNRZ1066_strainCNRZ1066,NC_006449.1,299768,Streptococcus_thermophilus,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes
Campylobacter_jejuni_RM1221_strainRM1221,NC_003912.7,195099,Campylobacter_jejuni,Campylobacter,Campylobacteraceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria
Salmonella_enterica_subsp_enterica_serovar_Paratyphi_A_str_ATCC_9150_strainATCC_9150,NC_006511.1,295319,Salmonella_enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Dehalococcoides_mccartyi_195_strain195,NC_002936.3,243164,Dehalococcoides_mccartyi,Dehalococcoides,Dehalococcoidaceae,Dehalococcoidales,Dehalococcoidia,Chloroflexi
Staphylococcus_epidermidis_RP62A_strainRP62A,NC_002976.3,176279,Staphylococcus_epidermidis,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes
Anaplasma_marginale_str_St_Maries_strainSt_Maries,NC_004842.2,234826,Anaplasma_marginale,Anaplasma,Anaplasmataceae,Rickettsiales,Alphaproteobacteria,Proteobacteria
Ruegeria_pomeroyi_DSS3_strainDSS3,NC_003911.12,246200,Ruegeria_pomeroyi,Ruegeria,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria
Lactobacillus_acidophilus_NCFM_strainNCFM,NC_006814.3,272621,Lactobacillus_acidophilus,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes
Shigella_dysenteriae_Sd197_strainSd197,NC_007606.1,300267,Shigella_dysenteriae,Shigella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria
Staphylococcus_aureus_subsp_aureus_COL_strainCOL,NC_002951.2,93062,Staphylococcus_aureus,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes
Borrelia_hermsii_DAH_strainDAH,NC_010673.1,314723,Borrelia_hermsii,Borrelia,Borreliaceae,Spirochaetales,Spirochaetia,Spirochaetes
Borrelia_turicatae_91E135_strain91E135,NC_008710.1,314724,Borrelia_turicatae,Borrelia,Borreliaceae,Spirochaetales,Spirochaetia,Spirochaetes
Xanthomonas_campestris_pv_campestris_str_8004_strain8004,NC_007086.1,314565,Xanthomonas_campestris,Xanthomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria
Chlamydia_trachomatis_AHAR13_strainAHAR13,NC_007429.1,315277,Chlamydia_trachomatis,Chlamydia,Chlamydiaceae,Chlamydiales,Chlamydiia,Chlamydiae
Rickettsia_felis_URRWXCal2_strainURRWXCal2;_California_2,NC_007109.1,315456,Rickettsia_felis,Rickettsia,Rickettsiaceae,Rickettsiales,Alphaproteobacteria,Proteobacteria
Streptococcus_pyogenes_MGAS6180_strainMGAS6180,NC_007296.1,319701,Streptococcus_pyogenes,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes
Haemophilus_influenzae_86028NP_strain86028NP,NC_007146.2,281310,Haemophilus_influenzae,Haemophilus,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Proteobacteria
Pseudomonas_savastanoi_pv_phaseolicola_1448A_strain1448A;_BAA978,NC_005773.3,264730,Pseudomonas_savastanoi,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Aster_yellows_witches'broom_phytoplasma_AYWB,NC_007716.1,322098,Aster_yellows_witches-broom_phytoplasma,Candidatus_Phytoplasma,Acholeplasmataceae,Acholeplasmatales,Mollicutes,Tenericutes
Pseudomonas_syringae_pv_syringae_B728a_strainB728a,NC_007005.1,205918,Pseudomonas_syringae,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Pseudomonas_protegens_Pf5_strainPf5,NC_004129.6,220664,Pseudomonas_protegens,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Psychrobacter_arcticus_2734_strain2734,NC_007204.1,259536,Psychrobacter_arcticus,Psychrobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Colwellia_psychrerythraea_34H_strain34H;_BAA681,NC_003910.7,167879,Colwellia_psychrerythraea,Colwellia,Colwelliaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria
Candidatus_Pelagibacter_ubique_HTCC1062_strainHTCC1062,NC_007205.1,335992,Candidatus_Pelagibacter_ubique,Candidatus_Pelagibacter,Pelagibacteraceae,Pelagibacterales,Alphaproteobacteria,Proteobacteria
Burkholderia_thailandensis_E264_strainE264;_ATCC_700388,NC_007651.1,271848,Burkholderia_thailandensis,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria
Rickettsia_bellii_RML369C_strainRML369C,NC_007940.1,336407,Rickettsia_bellii,Rickettsia,Rickettsiaceae,Rickettsiales,Alphaproteobacteria,Proteobacteria
Thermobifida_fusca_YX_strainYX,NC_007333.1,269800,Thermobifida_fusca,Thermobifida,Nocardiopsaceae,Streptosporangiales,Actinobacteria,Actinobacteria
Dechloromonas_aromatica_RCB_strainRCB,NC_007298.1,159087,Dechloromonas_aromatica,Dechloromonas,Azonexaceae,Rhodocyclales,Betaproteobacteria,Proteobacteria
Pseudomonas_fluorescens_Pf01_strainPf01,NC_007492.2,205922,Pseudomonas_fluorescens,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria
Prochlorococcus_marinus_str_NATL2A_strainNATL2A,NC_007335.2,59920,Prochlorococcus_marinus,Unclassified_Cyanobacteria,Unclassified_Cyanobacteria,Unclassified_Cyanobacteria,Unclassified_Cyanobacteria,Cyanobacteria
Pelodictyon_luteolum_DSM_273_strainDSM_273,NC_007512.1,319225,Pelodictyon_luteolum,Pelodictyon,Chlorobiaceae,Chlorobiales,Chlorobia,Chlorobi
Synechococcus_sp_CC9902_strainCC9902,NC_007513.1,316279,Synechococcus_sp_CC9902,Unclassified_Cyanobacteria,Unclassified_Cyanobacteria,Unclassified_Cyanobacteria,Unclassified_Cyanobacteria,Cyanobacteria
Synechococcus_elongatus_PCC_7942_strainPCC_7942,NC_007604.1,1140,Synechococcus_elongatus,Unclassified_Cyanobacteria,Unclassified_Cyanobacteria,Unclassified_Cyanobacteria,Unclassified_Cyanobacteria,Cyanobacteria
Ehrlichia_canis_str_Jake_strainJake,NC_007354.1,269484,Ehrlichia_canis,Ehrlichia,Anaplasmataceae,Rickettsiales,Alphaproteobacteria,Proteobacteria
Chlorobium_chlorochromatii_CaD3_strainCaD3,NC_007514.1,340177,Chlorobium_chlorochromatii,Chlorobium,Chlorobiaceae,Chlorobiales,Chlorobia,Chlorobi
Hydrogenovibrio_crunogenus_XCL2_strainXCL2,NC_007520.2,317025,Hydrogenovibrio_crunogenus,Hydrogenovibrio,Piscirickettsiaceae,Thiotrichales,Gammaproteobacteria,Proteobacteria
Synechococcus_sp_CC9605_strainCC9605,NC_007516.1,110662,Synechococcus_sp_CC9605,Unclassified_Cyanobacteria,Unclassified_Cyanobacteria,Unclassified_Cyanobacteria,Unclassified_Cyanobacteria,Cyanobacteria
Prochlorococcus_marinus_str_MIT_9312_strainMIT_9312,NC_007577.1,74546,Prochlorococcus_marinus,Unclassified_Cyanobacteria,Unclassified_Cyanobacteria,Unclassified_Cyanobacteria,Unclassified_Cyanobacteria,Cyanobacteria
Desulfovibrio_alaskensis_G20_strainG20,NC_007519.1,207559,Desulfovibrio_alaskensis,Desulfovibrio,Desulfovibrionaceae,Desulfovibrionales,Deltaproteobacteria,Proteobacteria
Myxococcus_xanthus_DK_1622_strainDK_1622,NC_008095.1,246197,Myxococcus_xanthus,Myxococcus,Myxococcaceae,Myxococcales,Deltaproteobacteria,Proteobacteria
Streptococcus_agalactiae_A909_strainA909,NC_007432.1,205921,Streptococcus_agalactiae,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes
